stimuli,is_train,pitch,semitone,silent,time,cluster,label,rle_cluster,rle_label,phoneme,collapsed_pitches,speaker
32,etsuto-HLL-3.wav,True,,,True,32,1,L,1,L2,etsuto,HLL,3.wav
33,etsuto-HLL-3.wav,True,,,True,33,1,L,1,L2,etsuto,HLL,3.wav
34,etsuto-HLL-3.wav,True,,,True,34,1,L,1,L2,etsuto,HLL,3.wav
35,etsuto-HLL-3.wav,True,,,True,35,1,L,1,L2,etsuto,HLL,3.wav
36,etsuto-HLL-3.wav,True,,,True,36,1,L,1,L2,etsuto,HLL,3.wav
37,etsuto-HLL-3.wav,True,,,True,37,2,L,1,L2,etsuto,HLL,3.wav
38,etsuto-HLL-3.wav,True,,,True,38,2,L,1,L2,etsuto,HLL,3.wav
39,etsuto-HLL-3.wav,True,,,True,39,2,L,1,L2,etsuto,HLL,3.wav
40,etsuto-HLL-3.wav,True,90.79262072032591,-2.9419692533067607,False,40,2,L,1,L2,etsuto,HLL,3.wav
41,etsuto-HLL-3.wav,True,90.20695819480324,-3.0540051431212225,False,41,2,L,1,L2,etsuto,HLL,3.wav
42,etsuto-HLL-3.wav,True,84.92549520998557,-4.098497091614161,False,42,2,L,1,L2,etsuto,HLL,3.wav
43,etsuto-HLL-3.wav,True,82.97917548370786,-4.499877934731118,False,43,2,L,1,L2,etsuto,HLL,3.wav
44,etsuto-HLL-3.wav,True,80.60738076496854,-5.001926467973225,False,44,2,L,1,L2,etsuto,HLL,3.wav
45,etsuto-HLL-3.wav,True,78.29161586721123,-5.50657596269739,False,45,2,L,1,L2,etsuto,HLL,3.wav
46,etsuto-HLL-3.wav,True,76.36985610616166,-5.9368301340834275,False,46,2,L,1,L2,etsuto,HLL,3.wav
47,etsuto-HLL-3.wav,True,75.43642736204313,-6.149733573045326,False,47,2,L,1,L2,etsuto,HLL,3.wav
48,etsuto-HLL-3.wav,True,73.85621471236033,-6.5162379202476055,False,48,2,L,1,L2,etsuto,HLL,3.wav
49,etsuto-HLL-3.wav,True,71.4640385688333,-7.086260451306168,False,49,2,L,1,L2,etsuto,HLL,3.wav
50,etsuto-HLL-3.wav,True,70.13221272240646,-7.411942837636844,False,50,2,L,1,L2,etsuto,HLL,3.wav
51,etsuto-HLL-3.wav,True,70.96002374897085,-7.208791889560602,False,51,2,L,1,L2,etsuto,HLL,3.wav
52,etsuto-HLL-3.wav,True,67.15486075784385,-8.162967868001155,False,52,2,L,1,L2,etsuto,HLL,3.wav
53,etsuto-HLL-3.wav,True,,,True,53,2,L,1,L2,etsuto,HLL,3.wav
54,etsuto-HLL-3.wav,True,,,True,54,2,L,1,L2,etsuto,HLL,3.wav
0,etsuto-HLL-1.wav,True,138.57840161025206,4.378205419894678,False,0,0,H,0,H1,etsuto,HLL,1.wav
1,etsuto-HLL-1.wav,True,136.20622934917128,4.079288599142141,False,1,0,H,0,H1,etsuto,HLL,1.wav
2,etsuto-HLL-1.wav,True,132.2589363113404,3.570158813183113,False,2,0,H,0,H1,etsuto,HLL,1.wav
3,etsuto-HLL-1.wav,True,127.85407485027827,2.9837540654941557,False,3,0,H,0,H1,etsuto,HLL,1.wav
4,etsuto-HLL-1.wav,True,127.2404856903787,2.9004697734144034,False,4,0,H,0,H1,etsuto,HLL,1.wav
5,etsuto-HLL-1.wav,True,127.6706952661175,2.9589053563563805,False,5,0,H,0,H1,etsuto,HLL,1.wav
6,etsuto-HLL-1.wav,True,126.2131355551619,2.760121155271234,False,6,0,H,0,H1,etsuto,HLL,1.wav
7,etsuto-HLL-1.wav,True,,,True,7,0,H,0,H1,etsuto,HLL,1.wav
8,etsuto-HLL-1.wav,True,,,True,8,0,H,0,H1,etsuto,HLL,1.wav
9,etsuto-HLL-1.wav,True,,,True,9,0,H,0,H1,etsuto,HLL,1.wav
10,etsuto-HLL-1.wav,True,,,True,10,0,H,0,H1,etsuto,HLL,1.wav
11,etsuto-HLL-1.wav,True,,,True,11,0,H,0,H1,etsuto,HLL,1.wav
12,etsuto-HLL-1.wav,True,,,True,12,0,H,0,H1,etsuto,HLL,1.wav
13,etsuto-HLL-1.wav,True,,,True,13,0,H,0,H1,etsuto,HLL,1.wav
14,etsuto-HLL-1.wav,True,,,True,14,1,L,1,L2,etsuto,HLL,1.wav
15,etsuto-HLL-1.wav,True,,,True,15,1,L,1,L2,etsuto,HLL,1.wav
16,etsuto-HLL-1.wav,True,129.39765312395744,3.191513784497355,False,16,1,L,1,L2,etsuto,HLL,1.wav
17,etsuto-HLL-1.wav,True,123.18013245554256,2.3390113817004274,False,17,1,L,1,L2,etsuto,HLL,1.wav
18,etsuto-HLL-1.wav,True,113.82625577145703,0.9717768755684763,False,18,1,L,1,L2,etsuto,HLL,1.wav
19,etsuto-HLL-1.wav,True,108.0595618576352,0.07169721618559735,False,19,1,L,1,L2,etsuto,HLL,1.wav
20,etsuto-HLL-1.wav,True,104.95525482734482,-0.4329308300362478,False,20,1,L,1,L2,etsuto,HLL,1.wav
21,etsuto-HLL-1.wav,True,101.89758476022905,-0.9447853585524745,False,21,1,L,1,L2,etsuto,HLL,1.wav
22,etsuto-HLL-1.wav,True,97.73056957060595,-1.6676419764499046,False,22,1,L,1,L2,etsuto,HLL,1.wav
23,etsuto-HLL-1.wav,True,87.96979433520666,-3.4892619022880518,False,23,1,L,1,L2,etsuto,HLL,1.wav
24,etsuto-HLL-1.wav,True,,,True,24,1,L,1,L2,etsuto,HLL,1.wav
25,etsuto-HLL-1.wav,True,,,True,25,1,L,1,L2,etsuto,HLL,1.wav
26,etsuto-HLL-1.wav,True,,,True,26,1,L,1,L2,etsuto,HLL,1.wav
27,etsuto-HLL-1.wav,True,,,True,27,1,L,1,L2,etsuto,HLL,1.wav
28,etsuto-HLL-1.wav,True,,,True,28,2,L,1,L2,etsuto,HLL,1.wav
29,etsuto-HLL-1.wav,True,,,True,29,2,L,1,L2,etsuto,HLL,1.wav
30,etsuto-HLL-1.wav,True,,,True,30,2,L,1,L2,etsuto,HLL,1.wav
31,etsuto-HLL-1.wav,True,115.24372608965732,1.1860349097738963,False,31,2,L,1,L2,etsuto,HLL,1.wav
32,etsuto-HLL-1.wav,True,108.43761389302655,0.13215964198586683,False,32,2,L,1,L2,etsuto,HLL,1.wav
33,etsuto-HLL-1.wav,True,103.91561374271575,-0.6052743378538069,False,33,2,L,1,L2,etsuto,HLL,1.wav
34,etsuto-HLL-1.wav,True,100.95676862295316,-1.105371964860231,False,34,2,L,1,L2,etsuto,HLL,1.wav
35,etsuto-HLL-1.wav,True,99.37070194375366,-1.3795140990237151,False,35,2,L,1,L2,etsuto,HLL,1.wav
36,etsuto-HLL-1.wav,True,99.39047255321665,-1.376070010662632,False,36,2,L,1,L2,etsuto,HLL,1.wav
37,etsuto-HLL-1.wav,True,100.38729281470319,-1.203303687433776,False,37,2,L,1,L2,etsuto,HLL,1.wav
38,etsuto-HLL-1.wav,True,103.00817105375921,-0.7571182405090882,False,38,2,L,1,L2,etsuto,HLL,1.wav
39,etsuto-HLL-1.wav,True,106.62642029884469,-0.15944412752064438,False,39,2,L,1,L2,etsuto,HLL,1.wav
40,etsuto-HLL-1.wav,True,107.16637828983819,-0.07199537781073725,False,40,2,L,1,L2,etsuto,HLL,1.wav
41,etsuto-HLL-1.wav,True,106.5378839814037,-0.17382524978821162,False,41,2,L,1,L2,etsuto,HLL,1.wav
0,etsu-LL-1.wav,True,112.68575074401943,0.9823129820967357,False,0,0,L,0,L2,etsu,LL,1.wav
1,etsu-LL-1.wav,True,112.10416220552206,0.8927299475374939,False,1,0,L,0,L2,etsu,LL,1.wav
2,etsu-LL-1.wav,True,108.73765702873723,0.36487159881721964,False,2,0,L,0,L2,etsu,LL,1.wav
3,etsu-LL-1.wav,True,105.82131644314859,-0.10578492963186928,False,3,0,L,0,L2,etsu,LL,1.wav
4,etsu-LL-1.wav,True,106.93921594119443,0.07614387670496447,False,4,0,L,0,L2,etsu,LL,1.wav
5,etsu-LL-1.wav,True,105.48471202502628,-0.16094109596160147,False,5,0,L,0,L2,etsu,LL,1.wav
6,etsu-LL-1.wav,True,99.65766510332956,-1.144716034489727,False,6,0,L,0,L2,etsu,LL,1.wav
7,etsu-LL-1.wav,True,95.86516807646915,-1.8164047034250497,False,7,0,L,0,L2,etsu,LL,1.wav
8,etsu-LL-1.wav,True,82.68120333894963,-4.377772683569456,False,8,0,L,0,L2,etsu,LL,1.wav
9,etsu-LL-1.wav,True,,,True,9,0,L,0,L2,etsu,LL,1.wav
10,etsu-LL-1.wav,True,,,True,10,0,L,0,L2,etsu,LL,1.wav
11,etsu-LL-1.wav,True,,,True,11,0,L,0,L2,etsu,LL,1.wav
12,etsu-LL-1.wav,True,,,True,12,0,L,0,L2,etsu,LL,1.wav
13,etsu-LL-1.wav,True,,,True,13,0,L,0,L2,etsu,LL,1.wav
14,etsu-LL-1.wav,True,,,True,14,0,L,0,L2,etsu,LL,1.wav
15,etsu-LL-1.wav,True,,,True,15,1,L,0,L2,etsu,LL,1.wav
16,etsu-LL-1.wav,True,,,True,16,1,L,0,L2,etsu,LL,1.wav
17,etsu-LL-1.wav,True,,,True,17,1,L,0,L2,etsu,LL,1.wav
18,etsu-LL-1.wav,True,,,True,18,1,L,0,L2,etsu,LL,1.wav
19,etsu-LL-1.wav,True,112.57323661591987,0.965018373073663,False,19,1,L,0,L2,etsu,LL,1.wav
20,etsu-LL-1.wav,True,108.74443250709415,0.3659503027104046,False,20,1,L,0,L2,etsu,LL,1.wav
21,etsu-LL-1.wav,True,108.12149811870376,0.2664927081983604,False,21,1,L,0,L2,etsu,LL,1.wav
22,etsu-LL-1.wav,True,106.74276586324223,0.04431141644410796,False,22,1,L,0,L2,etsu,LL,1.wav
23,etsu-LL-1.wav,True,106.19704240899482,-0.044425123845008026,False,23,1,L,0,L2,etsu,LL,1.wav
24,etsu-LL-1.wav,True,107.05195247934972,0.0943851296431662,False,24,1,L,0,L2,etsu,LL,1.wav
25,etsu-LL-1.wav,True,107.51864634192466,0.16969438299695203,False,25,1,L,0,L2,etsu,LL,1.wav
26,etsu-LL-1.wav,True,104.80735265337015,-0.2724690002599287,False,26,1,L,0,L2,etsu,LL,1.wav
27,etsu-LL-1.wav,True,99.16574675717112,-1.2303827595481414,False,27,1,L,0,L2,etsu,LL,1.wav
28,etsu-LL-1.wav,True,75.03924873628355,-6.056740702978738,False,28,1,L,0,L2,etsu,LL,1.wav
29,etsu-LL-1.wav,True,75.03451268412219,-6.057833394290665,False,29,1,L,0,L2,etsu,LL,1.wav
0,esuko-HLL-1.wav,True,142.8430122737992,4.586629913085101,False,0,0,H,0,H1,esuko,HLL,1.wav
1,esuko-HLL-1.wav,True,141.48111023093455,4.420777701910559,False,1,0,H,0,H1,esuko,HLL,1.wav
2,esuko-HLL-1.wav,True,141.47793536625798,4.420389205135846,False,2,0,H,0,H1,esuko,HLL,1.wav
3,esuko-HLL-1.wav,True,141.91549446965487,4.473849712013219,False,3,0,H,0,H1,esuko,HLL,1.wav
4,esuko-HLL-1.wav,True,141.81630518743546,4.461745332462978,False,4,0,H,0,H1,esuko,HLL,1.wav
5,esuko-HLL-1.wav,True,139.83619912202886,4.218318878406745,False,5,0,H,0,H1,esuko,HLL,1.wav
6,esuko-HLL-1.wav,True,136.19094563817728,3.761033862888147,False,6,0,H,0,H1,esuko,HLL,1.wav
7,esuko-HLL-1.wav,True,130.4271244102092,3.0123915459560897,False,7,0,H,0,H1,esuko,HLL,1.wav
8,esuko-HLL-1.wav,True,,,True,8,0,H,0,H1,esuko,HLL,1.wav
9,esuko-HLL-1.wav,True,,,True,9,0,H,0,H1,esuko,HLL,1.wav
10,esuko-HLL-1.wav,True,,,True,10,0,H,0,H1,esuko,HLL,1.wav
11,esuko-HLL-1.wav,True,,,True,11,0,H,0,H1,esuko,HLL,1.wav
12,esuko-HLL-1.wav,True,,,True,12,0,H,0,H1,esuko,HLL,1.wav
13,esuko-HLL-1.wav,True,,,True,13,0,H,0,H1,esuko,HLL,1.wav
14,esuko-HLL-1.wav,True,,,True,14,0,H,0,H1,esuko,HLL,1.wav
15,esuko-HLL-1.wav,True,,,True,15,1,L,1,L2,esuko,HLL,1.wav
16,esuko-HLL-1.wav,True,,,True,16,1,L,1,L2,esuko,HLL,1.wav
17,esuko-HLL-1.wav,True,127.49574628176566,2.6188537306017405,False,17,1,L,1,L2,esuko,HLL,1.wav
18,esuko-HLL-1.wav,True,123.8845472078235,2.121419280305604,False,18,1,L,1,L2,esuko,HLL,1.wav
19,esuko-HLL-1.wav,True,121.03331070095872,1.7183142738351838,False,19,1,L,1,L2,esuko,HLL,1.wav
20,esuko-HLL-1.wav,True,118.84597643826453,1.4025810935695406,False,20,1,L,1,L2,esuko,HLL,1.wav
21,esuko-HLL-1.wav,True,117.04404405374704,1.138082631807093,False,21,1,L,1,L2,esuko,HLL,1.wav
22,esuko-HLL-1.wav,True,,,True,22,1,L,1,L2,esuko,HLL,1.wav
23,esuko-HLL-1.wav,True,,,True,23,1,L,1,L2,esuko,HLL,1.wav
24,esuko-HLL-1.wav,True,,,True,24,1,L,1,L2,esuko,HLL,1.wav
25,esuko-HLL-1.wav,True,,,True,25,1,L,1,L2,esuko,HLL,1.wav
26,esuko-HLL-1.wav,True,,,True,26,1,L,1,L2,esuko,HLL,1.wav
27,esuko-HLL-1.wav,True,,,True,27,1,L,1,L2,esuko,HLL,1.wav
28,esuko-HLL-1.wav,True,,,True,28,1,L,1,L2,esuko,HLL,1.wav
29,esuko-HLL-1.wav,True,,,True,29,1,L,1,L2,esuko,HLL,1.wav
30,esuko-HLL-1.wav,True,,,True,30,2,L,1,L2,esuko,HLL,1.wav
31,esuko-HLL-1.wav,True,102.15041107325892,-1.2181955246408551,False,31,2,L,1,L2,esuko,HLL,1.wav
32,esuko-HLL-1.wav,True,101.23869345979503,-1.373406114843102,False,32,2,L,1,L2,esuko,HLL,1.wav
33,esuko-HLL-1.wav,True,100.30074236265541,-1.534548235013555,False,33,2,L,1,L2,esuko,HLL,1.wav
34,esuko-HLL-1.wav,True,99.46049514086751,-1.6801894211813941,False,34,2,L,1,L2,esuko,HLL,1.wav
35,esuko-HLL-1.wav,True,98.65820711157501,-1.8204039420795748,False,35,2,L,1,L2,esuko,HLL,1.wav
36,esuko-HLL-1.wav,True,98.29725640416778,-1.8838589834511255,False,36,2,L,1,L2,esuko,HLL,1.wav
37,esuko-HLL-1.wav,True,98.48625647547485,-1.8506038133868072,False,37,2,L,1,L2,esuko,HLL,1.wav
38,esuko-HLL-1.wav,True,98.2707208459142,-1.888533118361739,False,38,2,L,1,L2,esuko,HLL,1.wav
39,esuko-HLL-1.wav,True,98.51716101146478,-1.8451721324446408,False,39,2,L,1,L2,esuko,HLL,1.wav
40,esuko-HLL-1.wav,True,99.35208159924044,-1.6990704433305783,False,40,2,L,1,L2,esuko,HLL,1.wav
41,esuko-HLL-1.wav,True,100.07058525309886,-1.5743199932468166,False,41,2,L,1,L2,esuko,HLL,1.wav
42,esuko-HLL-1.wav,True,100.26679093972766,-1.5404093890079655,False,42,2,L,1,L2,esuko,HLL,1.wav
43,esuko-HLL-1.wav,True,100.10343786525026,-1.568637381648976,False,43,2,L,1,L2,esuko,HLL,1.wav
0,etsu-HL-3.wav,True,132.93542787261973,4.025208944521837,False,0,0,H,0,H1,etsu,HL,3.wav
1,etsu-HL-3.wav,True,131.11562538190913,3.786576765050207,False,1,0,H,0,H1,etsu,HL,3.wav
2,etsu-HL-3.wav,True,126.8242593840306,3.2104700868280394,False,2,0,H,0,H1,etsu,HL,3.wav
3,etsu-HL-3.wav,True,126.76996868405797,3.2030574646644974,False,3,0,H,0,H1,etsu,HL,3.wav
4,etsu-HL-3.wav,True,127.32600413597575,3.2788263981677037,False,4,0,H,0,H1,etsu,HL,3.wav
5,etsu-HL-3.wav,True,126.6590750503606,3.1879066481751455,False,5,0,H,0,H1,etsu,HL,3.wav
6,etsu-HL-3.wav,True,126.546068734925,3.172453534458212,False,6,0,H,0,H1,etsu,HL,3.wav
7,etsu-HL-3.wav,True,127.01972095653804,3.237131329378154,False,7,0,H,0,H1,etsu,HL,3.wav
8,etsu-HL-3.wav,True,125.67108556676187,3.0523342876722945,False,8,0,H,0,H1,etsu,HL,3.wav
9,etsu-HL-3.wav,True,,,True,9,0,H,0,H1,etsu,HL,3.wav
10,etsu-HL-3.wav,True,,,True,10,0,H,0,H1,etsu,HL,3.wav
11,etsu-HL-3.wav,True,,,True,11,0,H,0,H1,etsu,HL,3.wav
12,etsu-HL-3.wav,True,,,True,12,0,H,0,H1,etsu,HL,3.wav
13,etsu-HL-3.wav,True,,,True,13,0,H,0,H1,etsu,HL,3.wav
14,etsu-HL-3.wav,True,,,True,14,0,H,0,H1,etsu,HL,3.wav
15,etsu-HL-3.wav,True,,,True,15,0,H,0,H1,etsu,HL,3.wav
16,etsu-HL-3.wav,True,,,True,16,0,H,0,H1,etsu,HL,3.wav
17,etsu-HL-3.wav,True,,,True,17,1,L,1,L1,etsu,HL,3.wav
18,etsu-HL-3.wav,True,,,True,18,1,L,1,L1,etsu,HL,3.wav
19,etsu-HL-3.wav,True,,,True,19,1,L,1,L1,etsu,HL,3.wav
20,etsu-HL-3.wav,True,,,True,20,1,L,1,L1,etsu,HL,3.wav
21,etsu-HL-3.wav,True,,,True,21,1,L,1,L1,etsu,HL,3.wav
22,etsu-HL-3.wav,True,,,True,22,1,L,1,L1,etsu,HL,3.wav
23,etsu-HL-3.wav,True,,,True,23,1,L,1,L1,etsu,HL,3.wav
24,etsu-HL-3.wav,True,85.04370175952677,-3.708183133062408,False,24,1,L,1,L1,etsu,HL,3.wav
25,etsu-HL-3.wav,True,80.37932745269364,-4.684741804711651,False,25,1,L,1,L1,etsu,HL,3.wav
26,etsu-HL-3.wav,True,77.79030028591993,-5.251552566692479,False,26,1,L,1,L1,etsu,HL,3.wav
27,etsu-HL-3.wav,True,78.15911115174747,-5.169667151022897,False,27,1,L,1,L1,etsu,HL,3.wav
28,etsu-HL-3.wav,True,76.87829380086671,-5.455720062809966,False,28,1,L,1,L1,etsu,HL,3.wav
29,etsu-HL-3.wav,True,78.16774708455704,-5.1677543868172755,False,29,1,L,1,L1,etsu,HL,3.wav
30,etsu-HL-3.wav,True,75.72059617020498,-5.718406640711177,False,30,1,L,1,L1,etsu,HL,3.wav
31,etsu-HL-3.wav,True,73.62531144391005,-6.204213898071079,False,31,1,L,1,L1,etsu,HL,3.wav
32,etsu-HL-3.wav,True,72.11928655780268,-6.562014379578165,False,32,1,L,1,L1,etsu,HL,3.wav
0,etsuto-LHH-1.wav,True,59.9393566032479,-13.481226806918174,False,0,0,L,0,L1,etsuto,LHH,1.wav
1,etsuto-LHH-1.wav,True,113.95961336577926,-2.3578612573064954,False,1,0,L,0,L1,etsuto,LHH,1.wav
2,etsuto-LHH-1.wav,True,114.64308503372676,-2.254340786460875,False,2,0,L,0,L1,etsuto,LHH,1.wav
3,etsuto-LHH-1.wav,True,115.06940870946163,-2.1900807282706576,False,3,0,L,0,L1,etsuto,LHH,1.wav
4,etsuto-LHH-1.wav,True,114.79293485679565,-2.231726625619446,False,4,0,L,0,L1,etsuto,LHH,1.wav
5,etsuto-LHH-1.wav,True,110.79317112231954,-2.845705301142454,False,5,0,L,0,L1,etsuto,LHH,1.wav
6,etsuto-LHH-1.wav,True,101.75609223496883,-4.3187507712189035,False,6,0,L,0,L1,etsuto,LHH,1.wav
7,etsuto-LHH-1.wav,True,,,True,7,0,L,0,L1,etsuto,LHH,1.wav
8,etsuto-LHH-1.wav,True,,,True,8,0,L,0,L1,etsuto,LHH,1.wav
9,etsuto-LHH-1.wav,True,,,True,9,0,L,0,L1,etsuto,LHH,1.wav
10,etsuto-LHH-1.wav,True,,,True,10,0,L,0,L1,etsuto,LHH,1.wav
11,etsuto-LHH-1.wav,True,,,True,11,0,L,0,L1,etsuto,LHH,1.wav
12,etsuto-LHH-1.wav,True,,,True,12,0,L,0,L1,etsuto,LHH,1.wav
13,etsuto-LHH-1.wav,True,140.1065591955902,1.218161136042756,False,13,0,L,0,L1,etsuto,LHH,1.wav
14,etsuto-LHH-1.wav,True,135.56442698377018,0.647611020596381,False,14,1,H,1,H2,etsuto,LHH,1.wav
15,etsuto-LHH-1.wav,True,133.4130326070452,0.3706624143674628,False,15,1,H,1,H2,etsuto,LHH,1.wav
16,etsuto-LHH-1.wav,True,129.9751586539131,-0.08130184768172966,False,16,1,H,1,H2,etsuto,LHH,1.wav
17,etsuto-LHH-1.wav,True,128.34812540572884,-0.29938614595353047,False,17,1,H,1,H2,etsuto,LHH,1.wav
18,etsuto-LHH-1.wav,True,126.59942626820151,-0.5368824424554126,False,18,1,H,1,H2,etsuto,LHH,1.wav
19,etsuto-LHH-1.wav,True,124.1208707567732,-0.8791841655372541,False,19,1,H,1,H2,etsuto,LHH,1.wav
20,etsuto-LHH-1.wav,True,119.24877116574532,-1.5724400470463307,False,20,1,H,1,H2,etsuto,LHH,1.wav
21,etsuto-LHH-1.wav,True,115.65583818464974,-2.102075720175003,False,21,1,H,1,H2,etsuto,LHH,1.wav
22,etsuto-LHH-1.wav,True,,,True,22,1,H,1,H2,etsuto,LHH,1.wav
23,etsuto-LHH-1.wav,True,,,True,23,1,H,1,H2,etsuto,LHH,1.wav
24,etsuto-LHH-1.wav,True,,,True,24,1,H,1,H2,etsuto,LHH,1.wav
25,etsuto-LHH-1.wav,True,,,True,25,1,H,1,H2,etsuto,LHH,1.wav
26,etsuto-LHH-1.wav,True,146.7955682240052,2.025568121806761,False,26,1,H,1,H2,etsuto,LHH,1.wav
27,etsuto-LHH-1.wav,True,144.62384951563004,1.7675329500764883,False,27,1,H,1,H2,etsuto,LHH,1.wav
28,etsuto-LHH-1.wav,True,139.9352353677151,1.1969784635277625,False,28,2,H,1,H2,etsuto,LHH,1.wav
29,etsuto-LHH-1.wav,True,136.39245882376628,0.7530337121817,False,29,2,H,1,H2,etsuto,LHH,1.wav
30,etsuto-LHH-1.wav,True,134.52382065967006,0.5142070661512821,False,30,2,H,1,H2,etsuto,LHH,1.wav
31,etsuto-LHH-1.wav,True,133.05432792949796,0.3240524186675444,False,31,2,H,1,H2,etsuto,LHH,1.wav
32,etsuto-LHH-1.wav,True,132.05017272767222,0.1929014208102306,False,32,2,H,1,H2,etsuto,LHH,1.wav
33,etsuto-LHH-1.wav,True,130.92376627519903,0.04459127744567534,False,33,2,H,1,H2,etsuto,LHH,1.wav
34,etsuto-LHH-1.wav,True,130.5341953320116,-0.006999347397513036,False,34,2,H,1,H2,etsuto,LHH,1.wav
35,etsuto-LHH-1.wav,True,130.58698073674188,0.0,False,35,2,H,1,H2,etsuto,LHH,1.wav
36,etsuto-LHH-1.wav,True,131.24229601918773,0.08666001852978215,False,36,2,H,1,H2,etsuto,LHH,1.wav
37,etsuto-LHH-1.wav,True,132.1735065493414,0.2090634640886225,False,37,2,H,1,H2,etsuto,LHH,1.wav
38,etsuto-LHH-1.wav,True,130.77113276062056,0.024396434641775128,False,38,2,H,1,H2,etsuto,LHH,1.wav
39,etsuto-LHH-1.wav,True,,,True,39,2,H,1,H2,etsuto,LHH,1.wav
40,etsuto-LHH-1.wav,True,,,True,40,2,H,1,H2,etsuto,LHH,1.wav
0,esuko-HLL-3.wav,True,160.42388280327452,7.813149882024486,False,0,0,H,0,H1,esuko,HLL,3.wav
1,esuko-HLL-3.wav,True,157.74949330850484,7.522107101905186,False,1,0,H,0,H1,esuko,HLL,3.wav
2,esuko-HLL-3.wav,True,154.53100126195153,7.165238170558835,False,2,0,H,0,H1,esuko,HLL,3.wav
3,esuko-HLL-3.wav,True,150.5282064159871,6.710888831412125,False,3,0,H,0,H1,esuko,HLL,3.wav
4,esuko-HLL-3.wav,True,151.27751493377195,6.796853476406149,False,4,0,H,0,H1,esuko,HLL,3.wav
5,esuko-HLL-3.wav,True,151.4541810442243,6.8170595152527325,False,5,0,H,0,H1,esuko,HLL,3.wav
6,esuko-HLL-3.wav,True,152.19398126056814,6.90141832371736,False,6,0,H,0,H1,esuko,HLL,3.wav
